Pickup Location,Hour,Date,ride_count,DayOfWeek,IsWeekend,Pickup_loc_code
Area-33,20,16/01/2024,1,1,0,26
Area-33,20,21/01/2024,1,6,1,26
Area-33,20,23/01/2024,1,1,0,26
Area-33,20,24/01/2024,1,2,0,26
Area-33,20,26/01/2024,1,4,0,26
Area-33,20,27/01/2024,1,5,1,26
Area-33,21,03/01/2024,1,2,0,26
Area-33,21,07/01/2024,1,6,1,26
Area-33,21,09/01/2024,3,1,0,26
Area-33,21,10/01/2024,1,2,0,26
Area-33,21,11/01/2024,2,3,0,26
Area-33,21,15/01/2024,2,0,0,26
Area-33,21,18/01/2024,2,3,0,26
Area-33,21,20/01/2024,1,5,1,26
Area-33,21,24/01/2024,1,2,0,26
Area-33,21,25/01/2024,1,3,0,26
Area-33,21,26/01/2024,1,4,0,26
Area-33,21,29/01/2024,2,0,0,26
Area-33,22,10/01/2024,1,2,0,26
Area-33,22,22/01/2024,1,0,0,26
Area-33,22,26/01/2024,2,4,0,26
Area-33,22,30/01/2024,1,1,0,26
Area-33,23,11/01/2024,1,3,0,26
Area-33,23,12/01/2024,1,4,0,26
Area-33,23,13/01/2024,1,5,1,26
Area-33,23,17/01/2024,1,2,0,26
Area-33,23,19/01/2024,1,4,0,26
Area-33,23,20/01/2024,1,5,1,26
Area-33,23,22/01/2024,1,0,0,26
Area-33,23,28/01/2024,1,6,1,26
Area-33,23,29/01/2024,1,0,0,26
Area-33,23,30/01/2024,1,1,0,26
Area-34,0,05/01/2024,1,4,0,27
Area-34,0,06/01/2024,1,5,1,27
Area-34,0,07/01/2024,1,6,1,27
Area-34,0,12/01/2024,1,4,0,27
Area-34,0,14/01/2024,1,6,1,27
Area-34,0,15/01/2024,1,0,0,27
Area-34,0,16/01/2024,1,1,0,27
Area-34,0,18/01/2024,1,3,0,27
Area-34,0,22/01/2024,1,0,0,27
Area-34,0,25/01/2024,1,3,0,27
Area-34,0,28/01/2024,1,6,1,27
Area-34,0,31/01/2024,1,2,0,27
Area-34,1,01/01/2024,1,0,0,27
Area-34,1,03/01/2024,1,2,0,27
Area-34,1,06/01/2024,1,5,1,27
Area-34,1,07/01/2024,1,6,1,27
Area-34,1,11/01/2024,1,3,0,27
Area-34,1,13/01/2024,1,5,1,27
Area-34,1,15/01/2024,1,0,0,27
Area-34,1,18/01/2024,1,3,0,27
Area-34,1,19/01/2024,1,4,0,27
Area-34,1,20/01/2024,1,5,1,27
Area-34,1,24/01/2024,1,2,0,27
Area-34,1,25/01/2024,1,3,0,27
Area-34,2,01/01/2024,1,0,0,27
Area-34,2,04/01/2024,3,3,0,27
Area-34,2,07/01/2024,2,6,1,27
Area-34,2,13/01/2024,1,5,1,27
Area-34,2,14/01/2024,1,6,1,27
Area-34,2,15/01/2024,2,0,0,27
Area-34,2,17/01/2024,1,2,0,27
Area-34,2,19/01/2024,1,4,0,27
Area-34,2,20/01/2024,1,5,1,27
Area-34,2,24/01/2024,1,2,0,27
Area-34,2,25/01/2024,1,3,0,27
Area-34,2,26/01/2024,1,4,0,27
Area-34,2,30/01/2024,1,1,0,27
Area-34,3,02/01/2024,1,1,0,27
Area-34,3,05/01/2024,1,4,0,27
Area-34,3,07/01/2024,2,6,1,27
Area-34,3,10/01/2024,1,2,0,27
Area-34,3,19/01/2024,1,4,0,27
Area-34,3,23/01/2024,1,1,0,27
Area-34,3,28/01/2024,1,6,1,27
Area-34,3,29/01/2024,1,0,0,27
Area-34,4,03/01/2024,1,2,0,27
Area-34,4,08/01/2024,1,0,0,27
Area-34,4,11/01/2024,1,3,0,27
Area-34,4,13/01/2024,2,5,1,27
Area-34,4,14/01/2024,1,6,1,27
Area-34,4,18/01/2024,1,3,0,27
Area-34,4,24/01/2024,1,2,0,27
Area-34,4,29/01/2024,1,0,0,27
Area-34,5,02/01/2024,1,1,0,27
Area-34,5,03/01/2024,1,2,0,27
Area-34,5,05/01/2024,2,4,0,27
Area-34,5,06/01/2024,1,5,1,27
Area-34,5,07/01/2024,1,6,1,27
Area-34,5,09/01/2024,1,1,0,27
Area-34,5,10/01/2024,2,2,0,27
Area-34,5,13/01/2024,1,5,1,27
Area-34,5,14/01/2024,1,6,1,27
Area-34,5,15/01/2024,1,0,0,27
Area-34,5,19/01/2024,1,4,0,27
Area-34,5,24/01/2024,1,2,0,27
Area-34,6,05/01/2024,1,4,0,27
Area-34,6,07/01/2024,1,6,1,27
Area-34,6,09/01/2024,2,1,0,27
Area-34,6,10/01/2024,1,2,0,27
Area-34,6,14/01/2024,1,6,1,27
Area-34,6,15/01/2024,2,0,0,27
Area-34,6,18/01/2024,1,3,0,27
Area-34,6,20/01/2024,1,5,1,27
Area-34,6,22/01/2024,1,0,0,27
Area-34,6,23/01/2024,1,1,0,27
Area-34,6,25/01/2024,2,3,0,27
Area-34,6,28/01/2024,1,6,1,27
Area-34,7,06/01/2024,1,5,1,27
Area-34,7,09/01/2024,1,1,0,27
Area-34,7,13/01/2024,1,5,1,27
Area-34,7,16/01/2024,1,1,0,27
Area-34,7,21/01/2024,1,6,1,27
Area-34,7,25/01/2024,2,3,0,27
Area-34,7,29/01/2024,1,0,0,27
Area-34,7,30/01/2024,2,1,0,27
Area-34,8,03/01/2024,1,2,0,27
Area-34,8,04/01/2024,1,3,0,27
Area-34,8,19/01/2024,1,4,0,27
Area-34,8,23/01/2024,3,1,0,27
Area-34,8,27/01/2024,1,5,1,27
Area-34,8,29/01/2024,1,0,0,27
Area-34,8,30/01/2024,1,1,0,27
Area-34,9,03/01/2024,1,2,0,27
Area-34,9,09/01/2024,1,1,0,27
Area-34,9,20/01/2024,1,5,1,27
Area-34,9,21/01/2024,1,6,1,27
Area-34,10,04/01/2024,1,3,0,27
Area-34,10,05/01/2024,1,4,0,27
Area-34,10,10/01/2024,1,2,0,27
Area-34,10,22/01/2024,1,0,0,27
Area-34,10,24/01/2024,1,2,0,27
Area-34,10,26/01/2024,1,4,0,27
Area-34,11,03/01/2024,1,2,0,27
Area-34,11,08/01/2024,1,0,0,27
Area-34,11,09/01/2024,1,1,0,27
Area-34,11,10/01/2024,1,2,0,27
Area-34,11,15/01/2024,1,0,0,27
Area-34,11,16/01/2024,2,1,0,27
Area-34,11,21/01/2024,1,6,1,27
Area-34,11,22/01/2024,1,0,0,27
Area-34,11,26/01/2024,4,4,0,27
Area-34,12,01/01/2024,1,0,0,27
Area-34,12,02/01/2024,1,1,0,27
Area-34,12,03/01/2024,1,2,0,27
Area-34,12,04/01/2024,1,3,0,27
Area-34,12,06/01/2024,1,5,1,27
Area-34,12,07/01/2024,2,6,1,27
Area-34,12,18/01/2024,1,3,0,27
Area-34,12,26/01/2024,1,4,0,27
Area-34,12,27/01/2024,1,5,1,27
Area-34,12,30/01/2024,1,1,0,27
Area-34,13,07/01/2024,1,6,1,27
Area-34,13,08/01/2024,1,0,0,27
Area-34,13,10/01/2024,1,2,0,27
Area-34,13,12/01/2024,1,4,0,27
Area-34,13,13/01/2024,1,5,1,27
Area-34,13,14/01/2024,1,6,1,27
Area-34,13,15/01/2024,1,0,0,27
Area-34,13,18/01/2024,2,3,0,27
Area-34,13,19/01/2024,1,4,0,27
Area-34,13,21/01/2024,1,6,1,27
Area-34,13,22/01/2024,2,0,0,27
Area-34,13,23/01/2024,1,1,0,27
Area-34,13,25/01/2024,1,3,0,27
Area-34,13,26/01/2024,1,4,0,27
Area-34,13,27/01/2024,2,5,1,27
Area-34,13,28/01/2024,1,6,1,27
Area-34,13,30/01/2024,3,1,0,27
Area-34,14,01/01/2024,1,0,0,27
Area-34,14,05/01/2024,1,4,0,27
Area-34,14,08/01/2024,1,0,0,27
Area-34,14,09/01/2024,1,1,0,27
Area-34,14,11/01/2024,1,3,0,27
Area-34,14,16/01/2024,1,1,0,27
Area-34,14,21/01/2024,3,6,1,27
Area-34,14,23/01/2024,1,1,0,27
Area-34,14,24/01/2024,1,2,0,27
Area-34,14,30/01/2024,2,1,0,27
Area-34,15,03/01/2024,2,2,0,27
Area-34,15,05/01/2024,1,4,0,27
Area-34,15,07/01/2024,1,6,1,27
Area-34,15,12/01/2024,1,4,0,27
Area-34,15,15/01/2024,1,0,0,27
Area-34,15,18/01/2024,2,3,0,27
Area-34,15,20/01/2024,1,5,1,27
Area-34,15,21/01/2024,3,6,1,27
Area-34,15,22/01/2024,1,0,0,27
Area-34,15,23/01/2024,2,1,0,27
Area-34,15,25/01/2024,1,3,0,27
Area-34,15,27/01/2024,1,5,1,27
Area-34,16,01/01/2024,1,0,0,27
Area-34,16,03/01/2024,1,2,0,27
Area-34,16,05/01/2024,1,4,0,27
Area-34,16,11/01/2024,1,3,0,27
Area-34,16,15/01/2024,1,0,0,27
Area-34,16,17/01/2024,1,2,0,27
Area-34,16,18/01/2024,1,3,0,27
Area-34,16,22/01/2024,1,0,0,27
Area-34,16,23/01/2024,1,1,0,27
Area-34,16,28/01/2024,1,6,1,27
Area-34,17,02/01/2024,1,1,0,27
Area-34,17,04/01/2024,1,3,0,27
Area-34,17,05/01/2024,1,4,0,27
Area-34,17,06/01/2024,1,5,1,27
Area-34,17,12/01/2024,1,4,0,27
Area-34,17,16/01/2024,1,1,0,27
Area-34,17,18/01/2024,2,3,0,27
Area-34,17,19/01/2024,2,4,0,27
Area-34,17,20/01/2024,2,5,1,27
Area-34,17,24/01/2024,1,2,0,27
Area-34,18,02/01/2024,3,1,0,27
Area-34,18,04/01/2024,1,3,0,27
Area-34,18,06/01/2024,2,5,1,27
Area-34,18,07/01/2024,2,6,1,27
Area-34,18,12/01/2024,1,4,0,27
Area-34,18,23/01/2024,1,1,0,27
Area-34,18,24/01/2024,1,2,0,27
Area-34,18,28/01/2024,1,6,1,27
Area-34,19,03/01/2024,2,2,0,27
Area-34,19,11/01/2024,1,3,0,27
Area-34,19,12/01/2024,1,4,0,27
Area-34,19,13/01/2024,2,5,1,27
Area-34,19,15/01/2024,1,0,0,27
Area-34,19,19/01/2024,1,4,0,27
Area-34,19,21/01/2024,1,6,1,27
Area-34,19,25/01/2024,2,3,0,27
Area-34,19,26/01/2024,1,4,0,27
Area-34,19,27/01/2024,2,5,1,27
Area-34,20,10/01/2024,2,2,0,27
Area-34,20,13/01/2024,1,5,1,27
Area-34,20,15/01/2024,1,0,0,27
Area-34,20,16/01/2024,2,1,0,27
Area-34,20,20/01/2024,1,5,1,27
Area-34,20,26/01/2024,1,4,0,27
Area-34,21,01/01/2024,1,0,0,27
Area-34,21,05/01/2024,1,4,0,27
Area-34,21,06/01/2024,1,5,1,27
Area-34,21,13/01/2024,3,5,1,27
Area-34,21,14/01/2024,1,6,1,27
Area-34,21,15/01/2024,1,0,0,27
Area-34,21,18/01/2024,1,3,0,27
Area-34,21,22/01/2024,1,0,0,27
Area-34,21,26/01/2024,1,4,0,27
Area-34,21,29/01/2024,1,0,0,27
Area-34,22,03/01/2024,1,2,0,27
Area-34,22,09/01/2024,1,1,0,27
Area-34,22,11/01/2024,1,3,0,27
Area-34,22,13/01/2024,1,5,1,27
Area-34,22,14/01/2024,2,6,1,27
Area-34,22,22/01/2024,1,0,0,27
Area-34,22,25/01/2024,1,3,0,27
Area-34,22,26/01/2024,2,4,0,27
Area-34,22,28/01/2024,1,6,1,27
Area-34,22,30/01/2024,1,1,0,27
Area-34,23,04/01/2024,1,3,0,27
Area-34,23,05/01/2024,1,4,0,27
Area-34,23,11/01/2024,1,3,0,27
Area-34,23,12/01/2024,1,4,0,27
Area-34,23,15/01/2024,1,0,0,27
Area-34,23,21/01/2024,1,6,1,27
Area-34,23,24/01/2024,1,2,0,27
Area-34,23,27/01/2024,1,5,1,27
Area-34,23,29/01/2024,1,0,0,27
Area-35,0,04/01/2024,1,3,0,28
Area-35,0,05/01/2024,1,4,0,28
Area-35,0,06/01/2024,1,5,1,28
Area-35,0,12/01/2024,2,4,0,28
Area-35,0,14/01/2024,1,6,1,28
Area-35,0,19/01/2024,1,4,0,28
Area-35,0,21/01/2024,2,6,1,28
Area-35,0,23/01/2024,2,1,0,28
Area-35,0,24/01/2024,1,2,0,28
Area-35,0,25/01/2024,1,3,0,28
Area-35,0,26/01/2024,4,4,0,28
Area-35,0,27/01/2024,1,5,1,28
Area-35,0,29/01/2024,1,0,0,28
Area-35,0,31/01/2024,1,2,0,28
Area-35,1,03/01/2024,1,2,0,28
Area-35,1,05/01/2024,1,4,0,28
Area-35,1,08/01/2024,1,0,0,28
Area-35,1,09/01/2024,1,1,0,28
Area-35,1,12/01/2024,1,4,0,28
Area-35,1,15/01/2024,1,0,0,28
Area-35,1,16/01/2024,2,1,0,28
Area-35,1,17/01/2024,1,2,0,28
Area-35,1,19/01/2024,1,4,0,28
Area-35,1,21/01/2024,4,6,1,28
Area-35,1,22/01/2024,1,0,0,28
Area-35,1,29/01/2024,1,0,0,28
Area-35,2,05/01/2024,2,4,0,28
Area-35,2,06/01/2024,1,5,1,28
Area-35,2,08/01/2024,2,0,0,28
Area-35,2,09/01/2024,1,1,0,28
Area-35,2,12/01/2024,1,4,0,28
Area-35,2,13/01/2024,1,5,1,28
Area-35,2,16/01/2024,1,1,0,28
Area-35,2,17/01/2024,2,2,0,28
Area-35,2,25/01/2024,2,3,0,28
Area-35,2,26/01/2024,1,4,0,28
Area-35,2,27/01/2024,1,5,1,28
Area-35,2,28/01/2024,1,6,1,28
Area-35,3,01/01/2024,1,0,0,28
Area-35,3,07/01/2024,1,6,1,28
Area-35,3,09/01/2024,1,1,0,28
Area-35,3,10/01/2024,1,2,0,28
Area-35,3,12/01/2024,1,4,0,28
Area-35,3,19/01/2024,1,4,0,28
Area-35,3,20/01/2024,1,5,1,28
Area-35,3,24/01/2024,1,2,0,28
Area-35,3,29/01/2024,1,0,0,28
Area-35,4,01/01/2024,1,0,0,28
Area-35,4,11/01/2024,1,3,0,28
Area-35,4,14/01/2024,2,6,1,28
Area-35,4,23/01/2024,1,1,0,28
Area-35,4,25/01/2024,1,3,0,28
Area-35,4,28/01/2024,1,6,1,28
Area-35,5,02/01/2024,2,1,0,28
Area-35,5,12/01/2024,1,4,0,28
Area-35,5,15/01/2024,1,0,0,28
Area-35,5,18/01/2024,1,3,0,28
Area-35,5,28/01/2024,1,6,1,28
Area-35,6,02/01/2024,1,1,0,28
Area-35,6,04/01/2024,1,3,0,28
Area-35,6,07/01/2024,1,6,1,28
Area-35,6,10/01/2024,1,2,0,28
Area-35,6,11/01/2024,1,3,0,28
Area-35,6,15/01/2024,1,0,0,28
Area-35,6,20/01/2024,1,5,1,28
Area-35,6,26/01/2024,1,4,0,28
Area-35,6,29/01/2024,1,0,0,28
Area-35,7,01/01/2024,1,0,0,28
Area-35,7,02/01/2024,2,1,0,28
Area-35,7,03/01/2024,1,2,0,28
Area-35,7,05/01/2024,1,4,0,28
Area-35,7,06/01/2024,1,5,1,28
Area-35,7,08/01/2024,1,0,0,28
Area-35,7,11/01/2024,1,3,0,28
Area-35,7,17/01/2024,1,2,0,28
Area-35,7,20/01/2024,1,5,1,28
Area-35,7,21/01/2024,1,6,1,28
Area-35,7,23/01/2024,2,1,0,28
Area-35,7,27/01/2024,3,5,1,28
Area-35,8,02/01/2024,1,1,0,28
Area-35,8,06/01/2024,1,5,1,28
Area-35,8,07/01/2024,1,6,1,28
Area-35,8,08/01/2024,2,0,0,28
Area-35,8,11/01/2024,2,3,0,28
Area-35,8,14/01/2024,1,6,1,28
Area-35,8,17/01/2024,1,2,0,28
Area-35,8,18/01/2024,1,3,0,28
Area-35,8,24/01/2024,1,2,0,28
Area-35,8,25/01/2024,1,3,0,28
Area-35,9,01/01/2024,2,0,0,28
Area-35,9,02/01/2024,1,1,0,28
Area-35,9,06/01/2024,1,5,1,28
Area-35,9,07/01/2024,2,6,1,28
Area-35,9,14/01/2024,1,6,1,28
Area-35,9,15/01/2024,1,0,0,28
Area-35,9,17/01/2024,2,2,0,28
Area-35,9,19/01/2024,1,4,0,28
Area-35,9,22/01/2024,2,0,0,28
Area-35,9,25/01/2024,1,3,0,28
Area-35,9,26/01/2024,1,4,0,28
Area-35,9,28/01/2024,1,6,1,28
Area-35,10,07/01/2024,1,6,1,28
Area-35,10,09/01/2024,1,1,0,28
Area-35,10,10/01/2024,2,2,0,28
Area-35,10,11/01/2024,1,3,0,28
Area-35,10,15/01/2024,1,0,0,28
Area-35,10,16/01/2024,1,1,0,28
Area-35,10,17/01/2024,1,2,0,28
Area-35,10,24/01/2024,1,2,0,28
Area-35,10,27/01/2024,2,5,1,28
Area-35,11,02/01/2024,1,1,0,28
Area-35,11,11/01/2024,1,3,0,28
Area-35,11,17/01/2024,1,2,0,28
Area-35,11,21/01/2024,1,6,1,28
Area-35,11,22/01/2024,2,0,0,28
Area-35,11,26/01/2024,2,4,0,28
Area-35,11,29/01/2024,1,0,0,28
Area-35,12,02/01/2024,2,1,0,28
Area-35,12,03/01/2024,2,2,0,28
Area-35,12,04/01/2024,1,3,0,28
Area-35,12,06/01/2024,1,5,1,28
Area-35,12,07/01/2024,1,6,1,28
Area-35,12,09/01/2024,1,1,0,28
Area-35,12,10/01/2024,2,2,0,28
Area-35,12,12/01/2024,1,4,0,28
Area-35,12,14/01/2024,2,6,1,28
Area-35,12,19/01/2024,2,4,0,28
Area-35,12,20/01/2024,2,5,1,28
Area-35,12,21/01/2024,1,6,1,28
Area-35,12,25/01/2024,1,3,0,28
Area-35,12,28/01/2024,1,6,1,28
Area-35,12,29/01/2024,1,0,0,28
Area-35,13,02/01/2024,1,1,0,28
Area-35,13,04/01/2024,1,3,0,28
Area-35,13,08/01/2024,1,0,0,28
Area-35,13,09/01/2024,1,1,0,28
Area-35,13,14/01/2024,2,6,1,28
Area-35,13,16/01/2024,1,1,0,28
Area-35,13,18/01/2024,1,3,0,28
Area-35,13,22/01/2024,2,0,0,28
Area-35,13,24/01/2024,2,2,0,28
Area-35,14,01/01/2024,1,0,0,28
Area-35,14,04/01/2024,1,3,0,28
Area-35,14,05/01/2024,1,4,0,28
Area-35,14,06/01/2024,1,5,1,28
Area-35,14,09/01/2024,1,1,0,28
Area-35,14,12/01/2024,1,4,0,28
Area-35,14,13/01/2024,1,5,1,28
Area-35,14,15/01/2024,1,0,0,28
Area-35,14,19/01/2024,1,4,0,28
Area-35,14,24/01/2024,2,2,0,28
Area-35,14,25/01/2024,1,3,0,28
Area-35,14,27/01/2024,1,5,1,28
Area-35,14,29/01/2024,1,0,0,28
Area-35,15,02/01/2024,1,1,0,28
Area-35,15,23/01/2024,1,1,0,28
Area-35,16,02/01/2024,1,1,0,28
Area-35,16,05/01/2024,1,4,0,28
Area-35,16,18/01/2024,1,3,0,28
Area-35,16,19/01/2024,1,4,0,28
Area-35,16,21/01/2024,1,6,1,28
Area-35,16,23/01/2024,1,1,0,28
Area-35,16,27/01/2024,1,5,1,28
Area-35,17,02/01/2024,2,1,0,28
Area-35,17,03/01/2024,1,2,0,28
Area-35,17,08/01/2024,1,0,0,28
Area-35,17,11/01/2024,1,3,0,28
Area-35,17,18/01/2024,1,3,0,28
Area-35,17,20/01/2024,1,5,1,28
Area-35,17,30/01/2024,1,1,0,28
Area-35,18,02/01/2024,2,1,0,28
Area-35,18,07/01/2024,2,6,1,28
Area-35,18,08/01/2024,1,0,0,28
Area-35,18,13/01/2024,1,5,1,28
Area-35,18,17/01/2024,1,2,0,28
Area-35,18,18/01/2024,1,3,0,28
Area-35,18,19/01/2024,2,4,0,28
Area-35,18,20/01/2024,1,5,1,28
Area-35,18,25/01/2024,1,3,0,28
Area-35,18,30/01/2024,2,1,0,28
Area-35,19,03/01/2024,2,2,0,28
Area-35,19,09/01/2024,1,1,0,28
Area-35,19,26/01/2024,2,4,0,28
Area-35,19,28/01/2024,2,6,1,28
Area-35,19,29/01/2024,1,0,0,28
Area-35,20,02/01/2024,1,1,0,28
Area-35,20,03/01/2024,1,2,0,28
Area-35,20,04/01/2024,1,3,0,28
Area-35,20,06/01/2024,1,5,1,28
Area-35,20,07/01/2024,1,6,1,28
Area-35,20,10/01/2024,1,2,0,28
Area-35,20,16/01/2024,1,1,0,28
Area-35,20,17/01/2024,1,2,0,28
Area-35,20,21/01/2024,2,6,1,28
Area-35,20,22/01/2024,1,0,0,28
Area-35,20,26/01/2024,1,4,0,28
Area-35,21,03/01/2024,1,2,0,28
Area-35,21,09/01/2024,1,1,0,28
Area-35,21,10/01/2024,1,2,0,28
Area-35,21,23/01/2024,1,1,0,28
Area-35,21,25/01/2024,1,3,0,28
Area-35,22,01/01/2024,2,0,0,28
Area-35,22,02/01/2024,2,1,0,28
Area-35,22,04/01/2024,1,3,0,28
Area-35,22,06/01/2024,1,5,1,28
Area-35,22,07/01/2024,2,6,1,28
Area-35,22,10/01/2024,2,2,0,28
Area-35,22,11/01/2024,2,3,0,28
Area-35,22,14/01/2024,1,6,1,28
Area-35,22,15/01/2024,1,0,0,28
Area-35,22,17/01/2024,1,2,0,28
Area-35,22,20/01/2024,1,5,1,28
Area-35,22,22/01/2024,1,0,0,28
Area-35,22,23/01/2024,1,1,0,28
Area-35,22,26/01/2024,1,4,0,28
Area-35,22,29/01/2024,2,0,0,28
Area-35,23,01/01/2024,1,0,0,28
Area-35,23,02/01/2024,1,1,0,28
Area-35,23,08/01/2024,1,0,0,28
Area-35,23,09/01/2024,1,1,0,28
Area-35,23,14/01/2024,1,6,1,28
Area-35,23,19/01/2024,1,4,0,28
Area-35,23,22/01/2024,1,0,0,28
Area-35,23,23/01/2024,1,1,0,28
Area-35,23,24/01/2024,1,2,0,28
Area-35,23,26/01/2024,1,4,0,28
Area-35,23,27/01/2024,1,5,1,28
Area-36,0,02/01/2024,1,1,0,29
Area-36,0,04/01/2024,1,3,0,29
Area-36,0,06/01/2024,1,5,1,29
Area-36,0,07/01/2024,1,6,1,29
Area-36,0,10/01/2024,1,2,0,29
Area-36,0,13/01/2024,1,5,1,29
Area-36,0,19/01/2024,2,4,0,29
Area-36,0,21/01/2024,1,6,1,29
Area-36,0,27/01/2024,1,5,1,29
Area-36,1,03/01/2024,1,2,0,29
Area-36,1,06/01/2024,1,5,1,29
Area-36,1,10/01/2024,1,2,0,29
Area-36,1,11/01/2024,1,3,0,29
Area-36,1,13/01/2024,1,5,1,29
Area-36,1,22/01/2024,1,0,0,29
Area-36,1,26/01/2024,1,4,0,29
Area-36,1,28/01/2024,1,6,1,29
Area-36,1,30/01/2024,2,1,0,29
Area-36,2,01/01/2024,1,0,0,29
Area-36,2,02/01/2024,1,1,0,29
Area-36,2,03/01/2024,1,2,0,29
Area-36,2,09/01/2024,1,1,0,29
Area-36,2,13/01/2024,1,5,1,29
Area-36,2,14/01/2024,1,6,1,29
Area-36,2,17/01/2024,1,2,0,29
Area-36,2,22/01/2024,1,0,0,29
Area-36,2,30/01/2024,1,1,0,29
Area-36,3,03/01/2024,1,2,0,29
Area-36,3,04/01/2024,2,3,0,29
Area-36,3,09/01/2024,3,1,0,29
Area-36,3,10/01/2024,1,2,0,29
Area-36,3,16/01/2024,1,1,0,29
Area-36,3,17/01/2024,1,2,0,29
Area-36,3,19/01/2024,1,4,0,29
Area-36,3,21/01/2024,1,6,1,29
Area-36,3,22/01/2024,1,0,0,29
Area-36,3,23/01/2024,1,1,0,29
Area-36,3,26/01/2024,1,4,0,29
Area-36,3,28/01/2024,1,6,1,29
Area-36,4,03/01/2024,3,2,0,29
Area-36,4,05/01/2024,1,4,0,29
Area-36,4,10/01/2024,2,2,0,29
Area-36,4,13/01/2024,2,5,1,29
Area-36,4,17/01/2024,1,2,0,29
Area-36,4,18/01/2024,3,3,0,29
Area-36,4,19/01/2024,1,4,0,29
Area-36,4,22/01/2024,1,0,0,29
Area-36,4,29/01/2024,1,0,0,29
Area-36,5,10/01/2024,1,2,0,29
Area-36,5,12/01/2024,1,4,0,29
Area-36,5,14/01/2024,1,6,1,29
Area-36,5,22/01/2024,1,0,0,29
Area-36,6,03/01/2024,1,2,0,29
Area-36,6,06/01/2024,1,5,1,29
Area-36,6,12/01/2024,1,4,0,29
Area-36,6,15/01/2024,1,0,0,29
Area-36,6,17/01/2024,1,2,0,29
Area-36,6,20/01/2024,1,5,1,29
Area-36,6,23/01/2024,1,1,0,29
Area-36,7,01/01/2024,1,0,0,29
Area-36,7,04/01/2024,1,3,0,29
Area-36,7,07/01/2024,1,6,1,29
Area-36,7,11/01/2024,1,3,0,29
Area-36,7,12/01/2024,1,4,0,29
Area-36,7,13/01/2024,1,5,1,29
Area-36,7,14/01/2024,1,6,1,29
Area-36,7,20/01/2024,1,5,1,29
Area-36,7,22/01/2024,1,0,0,29
Area-36,7,25/01/2024,2,3,0,29
Area-36,7,27/01/2024,2,5,1,29
Area-36,8,02/01/2024,1,1,0,29
Area-36,8,07/01/2024,1,6,1,29
Area-36,8,11/01/2024,2,3,0,29
Area-36,8,17/01/2024,2,2,0,29
Area-36,8,19/01/2024,1,4,0,29
Area-36,8,21/01/2024,1,6,1,29
Area-36,8,23/01/2024,1,1,0,29
Area-36,8,26/01/2024,1,4,0,29
Area-36,9,02/01/2024,1,1,0,29
Area-36,9,03/01/2024,1,2,0,29
Area-36,9,04/01/2024,3,3,0,29
Area-36,9,05/01/2024,3,4,0,29
Area-36,9,12/01/2024,1,4,0,29
Area-36,9,15/01/2024,1,0,0,29
Area-36,9,16/01/2024,1,1,0,29
Area-36,9,23/01/2024,1,1,0,29
Area-36,9,27/01/2024,1,5,1,29
Area-36,9,30/01/2024,1,1,0,29
Area-36,10,04/01/2024,2,3,0,29
Area-36,10,07/01/2024,1,6,1,29
Area-36,10,11/01/2024,1,3,0,29
Area-36,10,13/01/2024,1,5,1,29
Area-36,10,14/01/2024,1,6,1,29
Area-36,10,15/01/2024,1,0,0,29
Area-36,10,21/01/2024,1,6,1,29
Area-36,10,24/01/2024,1,2,0,29
Area-36,10,25/01/2024,1,3,0,29
Area-36,10,26/01/2024,1,4,0,29
Area-36,10,30/01/2024,1,1,0,29
Area-36,11,02/01/2024,1,1,0,29
Area-36,11,08/01/2024,1,0,0,29
Area-36,11,11/01/2024,1,3,0,29
Area-36,11,12/01/2024,1,4,0,29
Area-36,11,14/01/2024,1,6,1,29
Area-36,11,19/01/2024,1,4,0,29
Area-36,11,21/01/2024,1,6,1,29
Area-36,11,22/01/2024,1,0,0,29
Area-36,11,23/01/2024,1,1,0,29
Area-36,11,25/01/2024,2,3,0,29
Area-36,11,26/01/2024,1,4,0,29
Area-36,11,30/01/2024,1,1,0,29
Area-36,12,02/01/2024,1,1,0,29
Area-36,12,03/01/2024,1,2,0,29
Area-36,12,04/01/2024,1,3,0,29
Area-36,12,05/01/2024,1,4,0,29
Area-36,12,06/01/2024,1,5,1,29
Area-36,12,13/01/2024,1,5,1,29
Area-36,12,14/01/2024,1,6,1,29
Area-36,12,20/01/2024,1,5,1,29
Area-36,12,21/01/2024,1,6,1,29
Area-36,12,26/01/2024,1,4,0,29
Area-36,12,28/01/2024,2,6,1,29
Area-36,13,01/01/2024,1,0,0,29
Area-36,13,02/01/2024,2,1,0,29
Area-36,13,07/01/2024,1,6,1,29
Area-36,13,16/01/2024,1,1,0,29
Area-36,13,24/01/2024,1,2,0,29
Area-36,13,28/01/2024,1,6,1,29
Area-36,14,01/01/2024,1,0,0,29
Area-36,14,07/01/2024,1,6,1,29
Area-36,14,10/01/2024,1,2,0,29
Area-36,14,20/01/2024,3,5,1,29
Area-36,14,26/01/2024,1,4,0,29
Area-36,14,27/01/2024,1,5,1,29
Area-36,14,29/01/2024,2,0,0,29
Area-36,15,07/01/2024,1,6,1,29
Area-36,15,08/01/2024,1,0,0,29
Area-36,15,12/01/2024,1,4,0,29
Area-36,15,15/01/2024,1,0,0,29
Area-36,15,16/01/2024,1,1,0,29
Area-36,15,18/01/2024,1,3,0,29
Area-36,15,19/01/2024,1,4,0,29
